"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
101248,"Male",52,"High School","Divorced","No"
101249,"Female",63,"Less than High School","Married","No"
101250,"Female",38,"College Grad","Married","No"
101252,"Female",33,"Some College","Single","No"
101253,"Male",57,"Some College","Divorced","No"
101254,"Female",29,"College Grad","Living Partner","No"
101255,"Female",62,"Some College","Married","No"
101256,"Female",34,"Some College","Single","No"
101258,"Male",45,"Some College","Single","No"
101260,"Female",80,"Some College","Widowed","No"
101262,"Male",25,"Some College","Single","No"
101264,"Male",31,"College Grad","Married","No"
101265,"Female",47,"College Grad","Married","No"
101266,"Female",67,"Some College","Single","No"
101273,"Male",67,"College Grad","Divorced","No"
101274,"Female",65,"High School","Single","No"
101275,"Male",80,"Some College","Widowed","No"
101277,"Male",75,"Some College","Married","No"
101278,"Male",44,"High School","Married","No"
101280,"Female",45,"College Grad","Married","No"
101281,"Female",34,"Less than High School","Living Partner","No"
101282,"Male",60,"High School","Married","No"
101283,"Female",56,"College Grad","Single","No"
101284,"Female",65,"High School","Divorced","No"
101285,"Male",30,"High School","Living Partner","No"
101286,"Female",52,"High School","Single","No"
101288,"Female",62,"College Grad","Married","No"
101289,"Female",26,"Less than High School","Married","Yes"
101291,"Female",61,"Some College","Divorced","No"
101293,"Female",22,"Some College","Single","No"
101294,"Female",39,"Some College","Married","No"
101298,"Female",60,"Some College","Divorced","No"
101300,"Female",35,"College Grad","Married","No"
101307,"Female",47,"High School","Divorced","No"
101308,"Female",25,"College Grad","Divorced","No"
101311,"Male",30,"Some College","Single","No"
101312,"Female",80,"High School","Widowed","No"
101313,"Female",42,"Some College","Married","Yes"
101316,"Male",22,"Some College","Single","No"
101319,"Male",34,"Some College","Divorced","No"
101320,"Male",80,"College Grad","Married","No"
101322,"Male",57,"Some College","Divorced","No"
101323,"Female",74,"High School","Single","No"
101324,"Male",35,"College Grad","Married","No"
101327,"Female",52,"High School","Divorced","No"
101328,"Female",67,"Some College","Married","No"
101330,"Female",22,"Some College","Single","No"
101331,"Female",80,"High School","Widowed","No"
101333,"Female",71,"College Grad","Single","No"
101335,"Male",80,"Some College","Widowed","No"
101336,"Female",72,"Some College","Married","No"
101339,"Male",63,"Less than High School","Married","No"
101340,"Male",80,"Some College","Married","No"
101342,"Female",41,"College Grad","Married","No"
101343,"Male",80,"College Grad","Married","No"
101345,"Female",29,"High School","Single","No"
101348,"Female",80,"Less than High School","Widowed","No"
101349,"Female",69,"Less than High School","Widowed","No"
101350,"Male",46,"High School","Married","No"
101351,"Female",79,"College Grad","Single","No"
101355,"Male",46,"High School","Separated","No"
101356,"Female",54,"Some College","Married","No"
101357,"Female",72,"Some College","Widowed","No"
101358,"Female",24,"College Grad","Single","No"
101359,"Female",52,"Less than High School","Married","No"
101360,"Male",46,"Some College","Living Partner","No"
101362,"Female",74,"High School","Widowed","No"
101363,"Female",69,"Less than High School","Married","No"
101365,"Male",30,"Some College","Married","No"
101366,"Female",52,"College Grad","Married","No"
101369,"Female",53,"College Grad","Married","No"
101370,"Female",31,"Some College","Married","No"
101372,"Female",29,"High School","Married","No"
101375,"Male",53,"High School","Married","No"
101378,"Female",34,"College Grad","Married","No"
101379,"Male",55,"High School","Single","No"
101382,"Female",64,"College Grad","Widowed","No"
101384,"Male",22,"Some College","Single","No"
101385,"Female",28,"College Grad","Single","No"
101386,"Female",49,"Some College","Married","No"
101387,"Female",73,"College Grad","Married","No"
101389,"Male",42,"Some College","Divorced","No"
101390,"Male",40,"Some College","Married","No"
101391,"Female",74,"Less than High School","Married","No"
101393,"Female",80,"College Grad","Widowed","No"
101394,"Male",39,"Less than High School","Married","No"
101396,"Female",80,"Some College","Married","No"
101397,"Male",25,"High School","Married","No"
101398,"Male",75,"Some College","Married","No"
101399,"Male",41,"Some College","Married","No"
101400,"Male",53,"College Grad","Married","No"
101401,"Male",52,"High School","Married","No"
101402,"Female",75,"High School","Married","No"
101404,"Male",31,"Some College","Single","No"
101405,"Female",56,"Some College","Divorced","No"
101407,"Female",65,"Some College","Married","No"
101411,"Female",59,"College Grad","Single","No"
101412,"Female",39,"College Grad","Married","No"
101414,"Female",56,"Some College","Divorced","No"
101415,"Female",38,"Some College","Married","No"
101416,"Male",44,"Some College","Married","No"
101421,"Male",58,"Some College","Married","No"
101423,"Female",61,"Some College","Divorced","No"
101426,"Female",41,"Some College","Divorced","No"
101427,"Female",24,"College Grad","Living Partner","No"
101430,"Female",42,"College Grad","Married","No"
101431,"Female",38,"Some College","Married","No"
101432,"Female",74,"Some College","Married","No"
101434,"Female",70,"College Grad","Married","No"
101436,"Male",75,"Some College","Married","No"
101438,"Female",48,"College Grad","Married","No"
101439,"Male",38,"High School","Single","No"
101442,"Female",67,"College Grad","Married","No"
101443,"Male",59,"College Grad","Married","No"
101444,"Male",63,"Some College","Married","No"
101446,"Female",30,"College Grad","Single","No"
101448,"Male",49,"Less than High School","Married","No"
101449,"Female",59,"Some College","Single","No"
101450,"Male",39,"Less than High School","Married","No"
101454,"Female",55,"High School","Widowed","No"
101455,"Female",66,"Less than High School","Separated","No"
101458,"Female",67,"Less than High School","Divorced","No"
101461,"Female",59,"Less than High School","Single","No"
101462,"Female",23,"College Grad","Married","No"
101463,"Female",62,"Less than High School","Single","No"
101464,"Female",50,"College Grad","Divorced","No"
101466,"Male",77,"College Grad","Married","No"
101467,"Male",39,"Some College","Divorced","No"
101468,"Male",65,"High School","Married","No"
101469,"Male",38,"College Grad","Living Partner","No"
101470,"Female",57,"Some College","Married","No"
101472,"Female",51,"College Grad","Married","No"
101475,"Female",50,"Less than High School","Married","No"
101478,"Male",60,"High School","Separated","No"
101479,"Female",73,"Some College","Divorced","No"
101480,"Male",64,"College Grad","Married","No"
101481,"Female",29,"Some College","Living Partner","No"
101483,"Male",70,"College Grad","Married","No"
101484,"Male",49,"College Grad","Living Partner","No"
101486,"Female",60,"Less than High School","Widowed","No"
101487,"Male",73,"Less than High School","Separated","No"
101488,"Female",64,"Some College","Divorced","No"
101489,"Female",51,"College Grad","Married","No"
101490,"Female",78,"Some College","Married","No"
101493,"Female",34,"Less than High School","Living Partner","No"
101498,"Male",71,"High School","Divorced","No"
101500,"Female",67,"Some College","Widowed","No"
101501,"Female",30,"College Grad","Single","No"
101502,"Male",68,"Some College","Married","No"
101505,"Female",62,"High School","Widowed","No"
101508,"Female",61,"Less than High School","Married","No"
101510,"Male",64,"Some College","Widowed","No"
101513,"Male",35,"High School","Single","No"
101515,"Male",51,"Some College","Married","No"
101516,"Female",30,"College Grad","Living Partner","No"
101517,"Female",34,"College Grad","Single","No"
101518,"Female",80,"Less than High School","Widowed","No"
101520,"Male",52,"High School","Married","No"
101521,"Male",42,"Less than High School","Single","No"
101522,"Male",76,"College Grad","Married","No"
101523,"Male",65,"Less than High School","Married","No"
101525,"Female",40,"College Grad","Living Partner","No"
101527,"Male",61,"Some College","Married","No"
101528,"Male",42,"College Grad","Married","No"
101530,"Male",51,"Some College","Married","No"
101531,"Female",80,"Some College","Widowed","No"
101535,"Male",80,"Less than High School","Married","No"
101537,"Male",33,"College Grad","Married","No"
101540,"Female",24,"High School","Living Partner","No"
101541,"Male",63,"Some College","Divorced","No"
101542,"Male",48,"Some College","Married","No"
101544,"Female",44,"Some College","Married","No"
101545,"Male",22,"Some College","Single","No"
101546,"Male",61,"Less than High School","Divorced","No"
101547,"Female",42,"Some College","Divorced","No"
101548,"Female",75,"Some College","Married","No"
101549,"Female",43,"College Grad","Married","No"
101550,"Male",53,"College Grad","Separated","No"
101551,"Female",35,"Some College","Married","No"
101552,"Male",35,"High School","Living Partner","No"
101556,"Male",37,"High School","Married","No"
101558,"Male",54,"Less than High School","Living Partner","No"
101559,"Male",27,"Less than High School","Living Partner","No"
101560,"Male",25,"High School","Single","No"
101562,"Female",63,"Some College","Widowed","No"
101563,"Male",21,"High School","Single","No"
101564,"Male",23,"College Grad","Single","No"
101565,"Male",46,"Some College","Married","No"
101566,"Female",20,"Some College","Single","No"
101570,"Female",30,"College Grad","Married","Yes"
101571,"Male",71,"Some College","Divorced","No"
101572,"Male",60,"High School","Married","No"
101574,"Female",22,"Some College","Single","No"
101575,"Female",60,"Some College","Married","No"
101577,"Female",52,"Less than High School","Married","No"
101578,"Female",55,"College Grad","Married","No"
101579,"Male",70,"College Grad","Married","No"
101580,"Male",61,"College Grad","Married","No"
101581,"Male",62,"Less than High School","Divorced","No"
101584,"Female",55,"College Grad","Married","No"
101587,"Female",76,"College Grad","Widowed","No"
101588,"Female",23,"High School","Living Partner","No"
101589,"Male",63,"College Grad","Separated","No"
101590,"Male",24,"High School","Single","No"
101593,"Female",49,"Less than High School","Married","No"
101594,"Female",43,"Some College","Married","No"
101596,"Female",44,"College Grad","Married","No"
101597,"Female",77,"High School","Widowed","No"
101599,"Male",22,"Some College","Living Partner","No"
101601,"Male",62,"Some College","Married","No"
101604,"Male",22,"Less than High School","Single","No"
101605,"Male",66,"Some College","Divorced","No"
101606,"Male",58,"Less than High School","Married","No"
101608,"Male",62,"Some College","Divorced","No"
101609,"Male",22,"Some College","Single","No"
101612,"Male",75,"High School","Widowed","No"
101613,"Male",53,"Less than High School","Married","No"
101616,"Male",56,"Some College","Married","No"
